Cluster-1	total=31	enrichmentScore=7.888470376061848	phaseStdDev=4.846752261410203	"rhabdomere,Vision,visual perception,Phototransduction - fly,phototransduction,deactivation of rhodopsin mediated signaling,inaD signaling complex,Sensory transductionAnnotation Cluster 1"	Enrichment Score: 7.888470376061848								
UP_KEYWORDS	Membrane	162	27.59795571	0.011799046	1.397229911	4.887441234	"FBtr0112803, FBtr0344013, FBtr0074046, FBtr0089023, FBtr0306937, FBtr0300956, FBtr0308835, FBtr0343324, FBtr0082747, FBtr0301763, FBtr0083712, FBtr0085733, FBtr0085345, FBtr0080291, FBtr0086033, FBtr0076199, FBtr0075023, FBtr0333768, FBtr0114558, FBtr0074695, FBtr0074216, FBtr0075548, FBtr0079507, FBtr0344362, FBtr0113101, FBtr0335491, FBtr0112890, FBtr0345216, FBtr0080850, FBtr0084139, FBtr0088746, FBtr0081276, FBtr0309113, FBtr0083179, FBtr0079992, FBtr0084264, FBtr0080182, FBtr0077330, FBtr0335011, FBtr0078023, FBtr0300818, FBtr0078785, FBtr0110906, FBtr0077576, FBtr0079637, FBtr0074344, FBtr0073217, FBtr0078942, FBtr0070420, FBtr0347147, FBtr0073257, FBtr0078508, FBtr0073375, FBtr0330704, FBtr0345089, FBtr0072162, FBtr0345485, FBtr0084107, FBtr0085438, FBtr0082298, FBtr0071909, FBtr0078592, FBtr0083784, FBtr0080397, FBtr0083663, FBtr0079041, FBtr0273310, FBtr0345919, FBtr0077266, FBtr0071624, FBtr0071625, FBtr0076974, FBtr0077425, FBtr0075643, FBtr0070494, FBtr0331506, FBtr0073484, FBtr0111188, FBtr0081249, FBtr0301055, FBtr0082338, FBtr0302661, FBtr0081890, FBtr0086026, FBtr0081371, FBtr0072706, FBtr0084362, FBtr0088440, FBtr0077830, FBtr0074684, FBtr0070368, FBtr0331356, FBtr0070886, FBtr0072102, FBtr0345147, FBtr0080527, FBtr0080528, FBtr0074925, FBtr0301847, FBtr0071091, FBtr0334094, FBtr0084723, FBtr0082666, FBtr0308238, FBtr0310444, FBtr0079382, FBtr0084054, FBtr0078694, FBtr0072858, FBtr0076674, FBtr0077247, FBtr0077884, FBtr0073428, FBtr0077886, FBtr0079949, FBtr0071883, FBtr0339098, FBtr0273437, FBtr0300465, FBtr0300466, FBtr0329987, FBtr0300100, FBtr0299698, FBtr0087456, FBtr0087455, FBtr0345094, FBtr0076961, FBtr0331658, FBtr0088141, FBtr0079797, FBtr0075355, FBtr0076688, FBtr0087290, FBtr0075679, FBtr0300456, FBtr0082926, FBtr0084949, FBtr0336692, FBtr0082526, FBtr0300179, FBtr0083852, FBtr0100009, FBtr0082375, FBtr0082374, FBtr0077181, FBtr0088905, FBtr0086691, FBtr0074870, FBtr0088471, FBtr0088592, FBtr0344186, FBtr0072196, FBtr0110850, FBtr0306943, FBtr0306944, FBtr0085405, FBtr0084712, FBtr0080114, FBtr0299796, FBtr0332883, FBtr0305056, FBtr0079250, FBtr0080485, FBtr0088764, FBtr0079496, FBtr0084285, FBtr0332800, FBtr0073955, FBtr0331952"	587	3266	13921	1.176335399	0.924791203	0.12420048
UP_KEYWORDS	Transmembrane	139	23.67972743	0.115992605	1.412893048	4.926889203	"FBtr0074046, FBtr0089023, FBtr0306937, FBtr0300956, FBtr0308835, FBtr0343324, FBtr0082747, FBtr0301763, FBtr0083712, FBtr0085733, FBtr0085345, FBtr0080291, FBtr0086033, FBtr0076199, FBtr0075023, FBtr0333768, FBtr0074695, FBtr0075548, FBtr0079507, FBtr0344362, FBtr0113101, FBtr0335491, FBtr0112890, FBtr0345216, FBtr0080850, FBtr0084139, FBtr0081276, FBtr0083179, FBtr0079992, FBtr0084264, FBtr0080182, FBtr0077330, FBtr0335011, FBtr0078023, FBtr0300818, FBtr0078785, FBtr0110906, FBtr0077576, FBtr0079637, FBtr0074344, FBtr0078942, FBtr0347147, FBtr0073257, FBtr0078508, FBtr0330704, FBtr0345089, FBtr0072162, FBtr0084107, FBtr0085438, FBtr0082298, FBtr0078592, FBtr0083784, FBtr0080397, FBtr0083663, FBtr0079041, FBtr0273310, FBtr0345919, FBtr0077266, FBtr0071624, FBtr0071625, FBtr0076974, FBtr0077425, FBtr0075643, FBtr0070494, FBtr0331506, FBtr0111188, FBtr0081249, FBtr0301055, FBtr0082338, FBtr0081890, FBtr0086026, FBtr0081371, FBtr0072706, FBtr0084362, FBtr0088440, FBtr0077830, FBtr0074684, FBtr0070368, FBtr0331356, FBtr0070886, FBtr0072102, FBtr0345147, FBtr0080527, FBtr0080528, FBtr0301847, FBtr0071091, FBtr0334094, FBtr0084723, FBtr0082666, FBtr0308238, FBtr0310444, FBtr0079382, FBtr0084054, FBtr0072858, FBtr0076674, FBtr0077247, FBtr0077884, FBtr0073428, FBtr0077886, FBtr0079949, FBtr0339098, FBtr0300465, FBtr0300466, FBtr0329987, FBtr0300100, FBtr0299698, FBtr0087455, FBtr0345094, FBtr0076961, FBtr0331658, FBtr0088141, FBtr0075355, FBtr0076688, FBtr0087290, FBtr0075679, FBtr0082926, FBtr0084949, FBtr0082526, FBtr0300179, FBtr0083852, FBtr0100009, FBtr0082375, FBtr0082374, FBtr0077181, FBtr0088905, FBtr0086691, FBtr0074870, FBtr0088471, FBtr0344186, FBtr0072196, FBtr0110850, FBtr0306943, FBtr0306944, FBtr0085405, FBtr0084712, FBtr0080114, FBtr0299796, FBtr0332883, FBtr0305056, FBtr0079250, FBtr0080485, FBtr0088764, FBtr0079496, FBtr0084285, FBtr0073955, FBtr0331952"	587	2990	13921	1.102493263	1	0.527239113
UP_KEYWORDS	Transmembrane helix	138	23.50936968	0.134473188	1.404903566	4.942906665	"FBtr0074046, FBtr0089023, FBtr0306937, FBtr0300956, FBtr0308835, FBtr0343324, FBtr0082747, FBtr0301763, FBtr0083712, FBtr0085733, FBtr0085345, FBtr0080291, FBtr0086033, FBtr0076199, FBtr0075023, FBtr0333768, FBtr0074695, FBtr0075548, FBtr0079507, FBtr0344362, FBtr0113101, FBtr0335491, FBtr0112890, FBtr0345216, FBtr0080850, FBtr0084139, FBtr0081276, FBtr0083179, FBtr0079992, FBtr0084264, FBtr0077330, FBtr0335011, FBtr0078023, FBtr0300818, FBtr0078785, FBtr0110906, FBtr0077576, FBtr0079637, FBtr0074344, FBtr0078942, FBtr0347147, FBtr0073257, FBtr0078508, FBtr0330704, FBtr0345089, FBtr0072162, FBtr0084107, FBtr0085438, FBtr0082298, FBtr0078592, FBtr0083784, FBtr0080397, FBtr0083663, FBtr0079041, FBtr0273310, FBtr0345919, FBtr0077266, FBtr0071624, FBtr0071625, FBtr0076974, FBtr0077425, FBtr0075643, FBtr0070494, FBtr0331506, FBtr0111188, FBtr0081249, FBtr0301055, FBtr0082338, FBtr0081890, FBtr0086026, FBtr0081371, FBtr0072706, FBtr0084362, FBtr0088440, FBtr0077830, FBtr0074684, FBtr0070368, FBtr0331356, FBtr0070886, FBtr0072102, FBtr0345147, FBtr0080527, FBtr0080528, FBtr0301847, FBtr0071091, FBtr0334094, FBtr0084723, FBtr0082666, FBtr0308238, FBtr0310444, FBtr0079382, FBtr0084054, FBtr0072858, FBtr0076674, FBtr0077247, FBtr0077884, FBtr0073428, FBtr0077886, FBtr0079949, FBtr0339098, FBtr0300465, FBtr0300466, FBtr0329987, FBtr0300100, FBtr0299698, FBtr0087455, FBtr0345094, FBtr0076961, FBtr0331658, FBtr0088141, FBtr0075355, FBtr0076688, FBtr0087290, FBtr0075679, FBtr0082926, FBtr0084949, FBtr0082526, FBtr0300179, FBtr0083852, FBtr0100009, FBtr0082375, FBtr0082374, FBtr0077181, FBtr0088905, FBtr0086691, FBtr0074870, FBtr0088471, FBtr0344186, FBtr0072196, FBtr0110850, FBtr0306943, FBtr0306944, FBtr0085405, FBtr0084712, FBtr0080114, FBtr0299796, FBtr0332883, FBtr0305056, FBtr0079250, FBtr0080485, FBtr0088764, FBtr0079496, FBtr0084285, FBtr0073955, FBtr0331952"	587	2985	13921	1.096395093	1	0.548870154
GOTERM_CC_DIRECT	GO:0016021~integral component of membrane	132	22.48722317	0.36878483	1.454215482	4.991566092	"FBtr0074046, FBtr0089023, FBtr0306937, FBtr0300956, FBtr0308835, FBtr0343324, FBtr0082747, FBtr0301763, FBtr0083712, FBtr0085733, FBtr0085345, FBtr0080291, FBtr0086033, FBtr0076199, FBtr0075023, FBtr0333768, FBtr0074695, FBtr0075548, FBtr0079507, FBtr0344362, FBtr0113101, FBtr0335491, FBtr0112890, FBtr0080850, FBtr0084139, FBtr0081276, FBtr0083179, FBtr0079992, FBtr0084264, FBtr0077330, FBtr0335011, FBtr0078023, FBtr0300818, FBtr0078785, FBtr0110906, FBtr0077576, FBtr0074344, FBtr0078942, FBtr0347147, FBtr0073257, FBtr0330704, FBtr0345089, FBtr0072162, FBtr0084107, FBtr0085438, FBtr0083784, FBtr0080397, FBtr0083663, FBtr0079041, FBtr0273310, FBtr0332295, FBtr0345919, FBtr0077266, FBtr0071624, FBtr0071625, FBtr0076974, FBtr0075643, FBtr0070494, FBtr0331506, FBtr0111188, FBtr0081249, FBtr0301055, FBtr0082338, FBtr0081890, FBtr0086026, FBtr0081371, FBtr0072706, FBtr0084362, FBtr0088440, FBtr0077830, FBtr0074684, FBtr0070368, FBtr0331356, FBtr0070886, FBtr0072102, FBtr0345147, FBtr0332909, FBtr0080527, FBtr0080528, FBtr0301847, FBtr0071091, FBtr0334094, FBtr0084723, FBtr0082666, FBtr0308238, FBtr0310444, FBtr0084054, FBtr0076674, FBtr0077247, FBtr0077884, FBtr0073428, FBtr0077886, FBtr0079949, FBtr0339098, FBtr0300465, FBtr0300466, FBtr0329987, FBtr0300100, FBtr0299698, FBtr0087455, FBtr0345094, FBtr0076961, FBtr0331658, FBtr0088141, FBtr0075355, FBtr0076688, FBtr0087290, FBtr0075679, FBtr0082926, FBtr0084949, FBtr0082526, FBtr0300179, FBtr0083852, FBtr0100009, FBtr0082375, FBtr0082374, FBtr0077181, FBtr0088905, FBtr0086691, FBtr0074870, FBtr0088471, FBtr0344186, FBtr0072196, FBtr0110850, FBtr0306943, FBtr0306944, FBtr0085405, FBtr0084712, FBtr0080114, FBtr0299796, FBtr0332883, FBtr0305056, FBtr0079250, FBtr0088764, FBtr0079496, FBtr0084285, FBtr0073955, FBtr0075457, FBtr0331952"	455	2814	10026	1.033632466	1	0.981412639
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0082375	Ugt35b-RA	3.739573	0	1.4	FlyBase Ugt35b-RA	Figure for Ugt35b-RA							
FBtr0300456	Cyp4ac2-RB	0.652239	0.044367	15.7	FlyBase Cyp4ac2-RB	Figure for Cyp4ac2-RB							
FBtr0344013	CG5903-RB	0.824381	0.043544	0.8	FlyBase CG5903-RB	Figure for CG5903-RB							
FBtr0335491	Slob-RK	1.847579	0.008018	9.1	FlyBase Slob-RK	Figure for Slob-RK							
FBtr0076674	Culd-RA	3.098775	0	21.1	FlyBase Culd-RA	Figure for Culd-RA							
FBtr0332800	Rac2-RB	1.881363	0.013115	5.4	FlyBase Rac2-RB	Figure for Rac2-RB							
FBtr0335011	mino-RE	0.825925	0.037522	6.7	FlyBase mino-RE	Figure for mino-RE							
FBtr0345094	Svil-RF	2.617141	NOTEST	21.2	FlyBase Svil-RF	Figure for Svil-RF							
FBtr0301847	NKAIN-RF	0.506805	0.043022	6	FlyBase NKAIN-RF	Figure for NKAIN-RF							
FBtr0081371	CG16798-RA	5.742855	0	2.9	FlyBase CG16798-RA	Figure for CG16798-RA							
FBtr0078023	ninaA-RA	4.031921	0	20.5	FlyBase ninaA-RA	Figure for ninaA-RA							
FBtr0077247	bves-RB	-0.470633	0.057192	11.4	FlyBase bves-RB	Figure for bves-RB							
FBtr0081276	CG10337-RA	1.421045	0.029757	7.2	FlyBase CG10337-RA	Figure for CG10337-RA							
FBtr0334094	ND-SGDH-RB	0.928923	0.021439	0.8	FlyBase ND-SGDH-RB	Figure for ND-SGDH-RB							
FBtr0073217	Ero1L-RB	1.174727	0.03296	21.7	FlyBase Ero1L-RB	Figure for Ero1L-RB							
FBtr0339098	CG44247-RB	1.934428	0.017597	7.2	FlyBase CG44247-RB	Figure for CG44247-RB							
FBtr0331356	trp-RB	1.2372	0.038189	10.8	FlyBase trp-RB	Figure for trp-RB							
FBtr0072102	Eglp4-RA	0.812972	0.044794	4.1	FlyBase Eglp4-RA	Figure for Eglp4-RA							
FBtr0083852	Xport-A-RA	1.600323	0.030408	21	FlyBase Xport-A-RA	Figure for Xport-A-RA							
FBtr0088746	Cyp4e1-RA	2.569249	0.005379	20.4	FlyBase Cyp4e1-RA	Figure for Cyp4e1-RA							
FBtr0300100	Sugb-RE	0.430501	0.042671	5.5	FlyBase Sugb-RE	Figure for Sugb-RE							
FBtr0079992	CG5037-RA	1.005099	0.038189	20.1	FlyBase CG5037-RA	Figure for CG5037-RA							
FBtr0084712	CG11069-RA	1.423063	0.028494	6.4	FlyBase CG11069-RA	Figure for CG11069-RA							
FBtr0343324	CG12541-RE	1.474571	0.023178	0	FlyBase CG12541-RE	Figure for CG12541-RE							
FBtr0072858	CG5687-RA	2.280203	0.017597	20.7	FlyBase CG5687-RA	Figure for CG5687-RA							
FBtr0088905	Cyt-b5-RB	2.80502	0.005379	1.3	FlyBase Cyt-b5-RB	Figure for Cyt-b5-RB							
FBtr0084264	CG33110-RA	1.635112	0.02037	7	FlyBase CG33110-RA	Figure for CG33110-RA							
FBtr0079250	Cpr-RA	0.969042	0.018529	21.5	FlyBase Cpr-RA	Figure for Cpr-RA							
FBtr0085345	wat-RA	1.233527	0.026614	1.5	FlyBase wat-RA	Figure for wat-RA							
FBtr0082926	CG31321-RB	2.66659	0	1.8	FlyBase CG31321-RB	Figure for CG31321-RB							
FBtr0084054	ETHR-RA	0.939513	0.047552	7.2	FlyBase ETHR-RA	Figure for ETHR-RA							
FBtr0078785	CG1161-RA	0.294585	0.019558	23.6	FlyBase CG1161-RA	Figure for CG1161-RA							
FBtr0071909	inaD-RA	4.628145	0	23	FlyBase inaD-RA	Figure for inaD-RA							
FBtr0112803	Fas1-RD	0.953273	0.037102	2.9	FlyBase Fas1-RD	Figure for Fas1-RD							
FBtr0110906	Ekar-RB	1.17849	0.039811	3	FlyBase Ekar-RB	Figure for Ekar-RB							
FBtr0070494	Syx4-RA	1.092693	0.043544	0	FlyBase Syx4-RA	Figure for Syx4-RA							
FBtr0332883	Nmda1-RI	1.247026	0.02585	8	FlyBase Nmda1-RI	Figure for Nmda1-RI							
FBtr0075548	CG7272-RA	0.799981	0.038189	21.7	FlyBase CG7272-RA	Figure for CG7272-RA							
FBtr0079797	Ggamma30A-RC	3.07207	0	8.2	FlyBase Ggamma30A-RC	Figure for Ggamma30A-RC							
FBtr0079496	CG7149-RA	2.984808	0	21.6	FlyBase CG7149-RA	Figure for CG7149-RA							
FBtr0273437	Cubn-RB	3.238348	0.005379	7.8	FlyBase Cubn-RB	Figure for Cubn-RB							
FBtr0077181	CG10674-RA	0.106541	0.03836	21.6	FlyBase CG10674-RA	Figure for CG10674-RA							
FBtr0070368	Pex5-RB	1.699035	0.009609	21.7	FlyBase Pex5-RB	Figure for Pex5-RB							
FBtr0080291	Rh5-RA	0.239806	0.038871	13.6	FlyBase Rh5-RA	Figure for Rh5-RA							
FBtr0074870	CG14186-RA	4.311746	0	9.1	FlyBase CG14186-RA	Figure for CG14186-RA							
FBtr0336692	Tao-RJ	1.051403	0.02585	2.6	FlyBase Tao-RJ	Figure for Tao-RJ							
FBtr0072162	CG11388-RA	2.541877	0.005379	22.5	FlyBase CG11388-RA	Figure for CG11388-RA							
FBtr0073375	Con-RA	1.408152	0.019558	2.5	FlyBase Con-RA	Figure for Con-RA							
FBtr0084107	CG3337-RA	0.311961	0.013115	21	FlyBase CG3337-RA	Figure for CG3337-RA							
FBtr0076688	CdsA-RA	3.121981	0.008018	22.3	FlyBase CdsA-RA	Figure for CdsA-RA							
FBtr0113101	ND-B12-RB	1.718209	0.016774	22.8	FlyBase ND-B12-RB	Figure for ND-B12-RB							
FBtr0083179	alpha-Man-IIb-RA	2.015102	0.018529	20.9	FlyBase alpha-Man-IIb-RA	Figure for alpha-Man-IIb-RA							
FBtr0329987	tadr-RC	3.536237	0.005379	19.5	FlyBase tadr-RC	Figure for tadr-RC							
FBtr0273310	Tsp97E-RD	2.831897	0.008018	6.6	FlyBase Tsp97E-RD	Figure for Tsp97E-RD							
FBtr0080850	CG5861-RA	1.110944	0.016774	22.5	FlyBase CG5861-RA	Figure for CG5861-RA							
FBtr0345147	CG9449-RK	0.943958	0.031588	4.3	FlyBase CG9449-RK	Figure for CG9449-RK							
FBtr0075355	Baldspot-RA	1.968175	0.015683	3.6	FlyBase Baldspot-RA	Figure for Baldspot-RA							
FBtr0085733	Alp4-RA	0.66455	0.031037	22.9	FlyBase Alp4-RA	Figure for Alp4-RA							
FBtr0345216	gb-RB	1.318161	0.009609	22.8	FlyBase gb-RB	Figure for gb-RB							
FBtr0077330	Syx16-RA	1.577946	0.015683	23.8	FlyBase Syx16-RA	Figure for Syx16-RA							
FBtr0075023	CG6836-RA	1.553018	0.028494	23.3	FlyBase CG6836-RA	Figure for CG6836-RA							
FBtr0086691	PIG-O-RA	3.12483	0	18.7	FlyBase PIG-O-RA	Figure for PIG-O-RA							
FBtr0077886	CG17646-RA	0.581958	0.051123	2	FlyBase CG17646-RA	Figure for CG17646-RA							
FBtr0073484	dlg1-RF	1.72059	0.018529	21.9	FlyBase dlg1-RF	Figure for dlg1-RF							
FBtr0084139	CG6656-RA	1.792507	0.024683	21.8	FlyBase CG6656-RA	Figure for CG6656-RA							
FBtr0331952	CG43340-RQ	2.844576	0	1.2	FlyBase CG43340-RQ	Figure for CG43340-RQ							
FBtr0075457	CG5027-RA	1.991784	0	23.4	FlyBase CG5027-RA	Figure for CG5027-RA							
FBtr0083663	CG31229-RA	1.708218	0.017597	23.8	FlyBase CG31229-RA	Figure for CG31229-RA							
FBtr0085438	Cnx99A-RB	1.703047	0.011589	18.4	FlyBase Cnx99A-RB	Figure for Cnx99A-RB							
FBtr0345919	Mgstl-RC	0.84144	0.029055	4.8	FlyBase Mgstl-RC	Figure for Mgstl-RC							
FBtr0084362	CG13833-RA	2.676003	0.005379	22.2	FlyBase CG13833-RA	Figure for CG13833-RA							
FBtr0300179	gol-RD	3.831244	0	12.7	FlyBase gol-RD	Figure for gol-RD							
FBtr0308238	CG7582-RB	0.557503	0.036061	21.3	FlyBase CG7582-RB	Figure for CG7582-RB							
FBtr0080182	porin-RA	1.218848	0.039622	2.6	FlyBase porin-RA	Figure for porin-RA							
FBtr0071091	spidey-RA	1.269775	0.026614	0.8	FlyBase spidey-RA	Figure for spidey-RA							
FBtr0083784	ort-RA	1.800815	0.027401	20.7	FlyBase ort-RA	Figure for ort-RA							
FBtr0074344	CG4928-RA	2.321806	0.009609	2.5	FlyBase CG4928-RA	Figure for CG4928-RA							
FBtr0074695	CG7990-RA	1.100241	0.043544	23.8	FlyBase CG7990-RA	Figure for CG7990-RA							
FBtr0077425	bdl-RA	1.714933	0.015683	22.1	FlyBase bdl-RA	Figure for bdl-RA							
FBtr0089023	Tsp42Ef-RA	1.892375	0.014377	3.4	FlyBase Tsp42Ef-RA	Figure for Tsp42Ef-RA							
FBtr0086026	CG14591-RB	0.928376	0.040178	23.6	FlyBase CG14591-RB	Figure for CG14591-RB							
FBtr0080114	CG6495-RA	1.2059	0.023884	21.7	FlyBase CG6495-RA	Figure for CG6495-RA							
FBtr0301763	Nrg-RE	1.818608	0.016774	9.7	FlyBase Nrg-RE	Figure for Nrg-RE							
FBtr0080485	kek4-RA	2.102918	0.02037	20.5	FlyBase kek4-RA	Figure for kek4-RA							
FBtr0331658	Ndae1-RD	4.035417	0	22.6	FlyBase Ndae1-RD	Figure for Ndae1-RD							
FBtr0330704	Slob-RH	1.700218	0.009609	7.7	FlyBase Slob-RH	Figure for Slob-RH							
FBtr0080528	CG18507-RB	3.431357	0	21.2	FlyBase CG18507-RB	Figure for CG18507-RB							
FBtr0080527	CG18507-RA	0.500522	0.034063	0.2	FlyBase CG18507-RA	Figure for CG18507-RA							
FBtr0332295	Rph-RC	3.013155	0	5.5	FlyBase Rph-RC	Figure for Rph-RC							
FBtr0073257	Teh3-RA	0.788897	0.041225	0.7	FlyBase Teh3-RA	Figure for Teh3-RA							
FBtr0083712	NP15.6-RA	1.15611	0.018529	22.5	FlyBase NP15.6-RA	Figure for NP15.6-RA							
FBtr0079041	Rtnl1-RD	0.45235	0.011589	1.2	FlyBase Rtnl1-RD	Figure for Rtnl1-RD							
FBtr0078942	CG31522-RA	0.649133	0.053453	7.8	FlyBase CG31522-RA	Figure for CG31522-RA							
FBtr0309113	hts-RP	1.209229	0.031953	4.4	FlyBase hts-RP	Figure for hts-RP							
FBtr0087456	Cyp6a21-RA	3.702077	0	22.9	FlyBase Cyp6a21-RA	Figure for Cyp6a21-RA							
FBtr0087455	Cyp6a8-RA	0.60824	0.035493	3.3	FlyBase Cyp6a8-RA	Figure for Cyp6a8-RA							
FBtr0074684	CG8034-RA	1.166104	0.037522	18.9	FlyBase CG8034-RA	Figure for CG8034-RA							
FBtr0086033	CG7881-RA	0.796611	0.052189	3.1	FlyBase CG7881-RA	Figure for CG7881-RA							
FBtr0344186	CG40498-RJ	1.960185	0.009609	1.6	FlyBase CG40498-RJ	Figure for CG40498-RJ							
FBtr0088141	Drip-RA	2.875508	0.005379	9.6	FlyBase Drip-RA	Figure for Drip-RA							
FBtr0332909	asrij-RB	0.258194	0.039373	20.6	FlyBase asrij-RB	Figure for asrij-RB							
FBtr0300466	CG42492-RA	1.696961	0.016774	21.8	FlyBase CG42492-RA	Figure for CG42492-RA							
FBtr0076974	MCU-RE	0.844736	0.048636	3.7	FlyBase MCU-RE	Figure for MCU-RE							
FBtr0300465	CG42492-RC	2.772324	0.005379	22.4	FlyBase CG42492-RC	Figure for CG42492-RC							
FBtr0073955	eag-RA	1.561187	0.024683	23.1	FlyBase eag-RA	Figure for eag-RA							
FBtr0078694	Rheb-RB	1.250691	0.008018	19.8	FlyBase Rheb-RB	Figure for Rheb-RB							
FBtr0300956	CG30427-RE	1.475802	0.028494	5.8	FlyBase CG30427-RE	Figure for CG30427-RE							
FBtr0084949	boss-RA	3.823085	0	23.4	FlyBase boss-RA	Figure for boss-RA							
FBtr0306944	CG43341-RA	1.86757	0.011589	22.6	FlyBase CG43341-RA	Figure for CG43341-RA							
FBtr0079949	CG4908-RA	0.835772	0	19	FlyBase CG4908-RA	Figure for CG4908-RA							
FBtr0074925	Cyp305a1-RA	4.05098	0	2.8	FlyBase Cyp305a1-RA	Figure for Cyp305a1-RA							
FBtr0078508	laza-RA	1.138799	0.037102	0.1	FlyBase laza-RA	Figure for laza-RA							
FBtr0082666	kar-RA	1.007054	0.019558	1.6	FlyBase kar-RA	Figure for kar-RA							
FBtr0088471	trpl-RA	2.006272	0.005379	9.3	FlyBase trpl-RA	Figure for trpl-RA							
FBtr0300818	CG17324-RB	2.462495	0.008018	22.7	FlyBase CG17324-RB	Figure for CG17324-RB							
FBtr0074046	CG7872-RA	1.836422	0.013115	21.4	FlyBase CG7872-RA	Figure for CG7872-RA							
FBtr0305056	NKAIN-RK	1.5359	0.031588	7.6	FlyBase NKAIN-RK	Figure for NKAIN-RK							
FBtr0071625	CG4302-RA	1.253952	0.024683	2.4	FlyBase CG4302-RA	Figure for CG4302-RA							
FBtr0071624	CG15661-RA	1.358527	0.03296	1.6	FlyBase CG15661-RA	Figure for CG15661-RA							
FBtr0112890	fz2-RC	1.085078	0.038871	11.2	FlyBase fz2-RC	Figure for fz2-RC							
FBtr0072706	cue-RA	0.853345	0.016774	18.8	FlyBase cue-RA	Figure for cue-RA							
FBtr0082338	Ugt86Da-RA	2.922967	0.009609	1.7	FlyBase Ugt86Da-RA	Figure for Ugt86Da-RA							
FBtr0114558	Cyp4aa1-RB	2.78368	0	0.8	FlyBase Cyp4aa1-RB	Figure for Cyp4aa1-RB							
FBtr0077830	AIF-RA	0.590188	0.040404	19.1	FlyBase AIF-RA	Figure for AIF-RA							
FBtr0070886	CG4660-RA	2.642456	0.008018	19.9	FlyBase CG4660-RA	Figure for CG4660-RA							
FBtr0344362	CG45049-RF	0.78653	0.054038	8.3	FlyBase CG45049-RF	Figure for CG45049-RF							
FBtr0079637	SLC5A11-RA	1.719619	0.02813	22.9	FlyBase SLC5A11-RA	Figure for SLC5A11-RA							
FBtr0085405	Cisd2-RA	1.253636	0.032438	21.5	FlyBase Cisd2-RA	Figure for Cisd2-RA							
FBtr0072196	CG3907-RA	0.900774	0.038189	23.7	FlyBase CG3907-RA	Figure for CG3907-RA							
FBtr0088440	CG1418-RA	1.209657	0.039811	0.4	FlyBase CG1418-RA	Figure for CG1418-RA							
FBtr0080397	spict-RA	2.094762	0.019558	6.7	FlyBase spict-RA	Figure for spict-RA							
FBtr0075643	CG6878-RA	0.903346	0.016774	20.3	FlyBase CG6878-RA	Figure for CG6878-RA							
FBtr0082526	ClC-a-RA	2.548275	0.008018	22.4	FlyBase ClC-a-RA	Figure for ClC-a-RA							
FBtr0082298	CG14694-RA	1.963755	0.019558	5.5	FlyBase CG14694-RA	Figure for CG14694-RA							
FBtr0100009	drd-RA	1.589715	0.021439	8.3	FlyBase drd-RA	Figure for drd-RA							
FBtr0077266	CG15449-RA	1.107428	0.03782	20	FlyBase CG15449-RA	Figure for CG15449-RA							
FBtr0081890	Dhod-RA	0.776192	0.042671	23.1	FlyBase Dhod-RA	Figure for Dhod-RA							
FBtr0306937	CG43340-RG	-0.141494	0.039622	20.1	FlyBase CG43340-RG	Figure for CG43340-RG							
FBtr0078592	Osi2-RB	0.942124	0.041225	1.2	FlyBase Osi2-RB	Figure for Osi2-RB							
FBtr0075679	dlp-RA	0.63913	0.024683	9.2	FlyBase dlp-RA	Figure for dlp-RA							
FBtr0084285	CG5326-RA	1.32843	0.030408	8.8	FlyBase CG5326-RA	Figure for CG5326-RA							
FBtr0347147	Tango9-RB	3.112015	0.005379	6.1	FlyBase Tango9-RB	Figure for Tango9-RB							
FBtr0111188	CG40486-RB	2.072742	0	19.9	FlyBase CG40486-RB	Figure for CG40486-RB							
FBtr0077884	CG31937-RA	0.995874	0.031588	0	FlyBase CG31937-RA	Figure for CG31937-RA							
FBtr0302661	rdgA-RB	1.017723	0.039811	20.7	FlyBase rdgA-RB	Figure for rdgA-RB							
FBtr0299698	prom-RB	4.609234	0	19.9	FlyBase prom-RB	Figure for prom-RB							
FBtr0079507	CG13794-RA	1.655391	0.013115	9	FlyBase CG13794-RA	Figure for CG13794-RA							
FBtr0088764	CG2121-RA	3.100407	0	10.8	FlyBase CG2121-RA	Figure for CG2121-RA							
FBtr0073428	CG2076-RA	-0.620314	0.050781	20.4	FlyBase CG2076-RA	Figure for CG2076-RA							
FBtr0110850	LPCAT-RB	0.338262	0.011589	10.7	FlyBase LPCAT-RB	Figure for LPCAT-RB							
FBtr0079382	nrv2-RA	1.652795	0.016774	7.3	FlyBase nrv2-RA	Figure for nrv2-RA							
FBtr0308835	Ih-RK	1.194678	0.03296	1.6	FlyBase Ih-RK	Figure for Ih-RK							
FBtr0077576	Hydr2-RA	0.701901	0.047552	10.3	FlyBase Hydr2-RA	Figure for Hydr2-RA							
FBtr0345485	Cyp6w1-RB	1.082546	0.029055	10.4	FlyBase Cyp6w1-RB	Figure for Cyp6w1-RB							
FBtr0070420	Vinc-RA	2.719548	0	7.8	FlyBase Vinc-RA	Figure for Vinc-RA							
FBtr0301055	app-RK	3.051316	0.008018	0.1	FlyBase app-RK	Figure for app-RK							
FBtr0331506	CG43779-RA	1.366113	0.018529	9.5	FlyBase CG43779-RA	Figure for CG43779-RA							
