#transcriptID	transcriptSymbol	chrom	strand	positions
FBtr0087586	CG13344-RA	2R	+	13855997:13861997,13862105:13862167
FBtr0329972	MESR3-RC	2L	+	18611256:18617256,18617725:18649598
FBtr0110895	clumsy-RB	2L	+	21200493:21206493,21206732:21206804
FBtr0333073	Nxf3-RB	3L	+	13959203:13965203,13965393:13965524
FBtr0332071	byn-RC	3L	+	11921693:11927693,11928024:11932001
FBtr0306250	CG5065-RE	2R	+	16603128:16609128,16609326:16618804
FBtr0081260	Lar-RA	2L	+	19605410:19611410,19611627:19644268
FBtr0307327	Mitf-RB	4	+	1192858:1198858,1199176:1219694
FBtr0078687	Itp-r83A-RB	3R	+	5511117:5517117,5517889:5527579
FBtr0340433	CG5877-RD	X	+	15287031:15293031
FBtr0079243	AANATL2-RA	2L	+	6249859:6255859
FBtr0342631	CG6565-RB	2L	+	13368019:13374019
FBtr0077047	CG6602-RA	3L	+	6066139:6072139
FBtr0074341	Rcp-RB	X	+	16878581:16884581,16884609:16884686
FBtr0084562	mask-RA	3R	+	24224562:24230562,24230649:24231655
FBtr0085958	CG17018-RD	2L	+	22305927:22311927,22312039:22354812
FBtr0077931	CG31926-RA	2L	+	1489729:1495729
FBtr0300180	Hydr1-RB	2R	+	9126480:9132480,9132768:9133599
FBtr0070129	SkpA-RE	X	+	650673:656673
FBtr0273202	Ir94g-RB	3R	+	23477863:23483863
FBtr0301296	slx1-RB	3R	+	4635963:4641963
FBtr0083668	CG7708-RA	3R	+	18674604:18680604,18681337:18682347
FBtr0333883	CG4452-RE	3L	+	9361377:9367377,9367612:9367949
FBtr0080801	beat-Ic-RA	2L	+	15994520:16000520,16001255:16013953
FBtr0336671	CG34417-RP	X	+	6540119:6546119,6546473:6551906
FBtr0073192	FoxL1-RA	3L	+	4012920:4018920,4019465:4020397
FBtr0113452	CG33181-RD	X	+	8503677:8509677,8510705:8512353
FBtr0100049	CG33995-RB	2L	+	5037270:5043270,5043384:5044307
FBtr0308948	CG34031-RC	3L	+	23168446:23174446,23174642:23185137
FBtr0332113	CG11486-RR	3L	+	3067207:3073207,3073479:3083733
FBtr0335225	CG2698-RE	3R	+	7995562:8001562,8001796:8001895
FBtr0309999	red-RF	3R	+	14283274:14289274,14289450:14290730
FBtr0302324	CG42542-RF	3R	+	15190942:15196942,15197298:15198865
FBtr0080984	CG5131-RA	2L	+	17478501:17484501
FBtr0344948	e(y)2b-RB	3R	+	7087935:7093935,7094201:7094263
FBtr0075381	Tcs3-RA	3L	+	16345991:16351991,16352169:16352230
FBtr0077303	Obp19d-RA	X	+	20413613:20419613,20420286:20420416
FBtr0334088	CG14562-RB	3L	+	21936221:21942221,21942455:21943737
FBtr0340456	hppy-RE	2R	+	19172738:19178738,19178873:19179499
FBtr0072012	yellow-d2-RA	2R	+	23375197:23381197
FBtr0084538	CG5991-RB	3R	+	24045681:24051681
FBtr0083700	Xrp1-RB	3R	+	18908968:18914968,18915926:18919423
FBtr0083974	TotZ-RA	3R	+	20871736:20877736
FBtr0087538	CG8531-RA	2R	+	14250493:14256493,14256722:14256787
FBtr0114506	Sap130-RE	3L	+	12800186:12806186,12806338:12806979
FBtr0074880	CG15881-RA	3L	+	19800095:19806095,19806238:19806306
FBtr0100868	mt:CoIII-RA	mitochondrion_genome	+	-1264:4736
FBtr0330384	Eip93F-RC	3R	+	21966379:21972379,21972462:21975626
FBtr0332889	Ssu72-RB	X	+	19658561:19664561,19664870:19664935
FBtr0301103	CG42542-RE	3R	+	15190598:15196598,15196638:15198865
FBtr0305695	jvl-RG	3R	+	14743475:14749475,14749617:14750206
FBtr0077998	lectin-21Ca-RA	2L	+	618617:624617
FBtr0082953	mRpL11-RA	3R	+	14505838:14511838,14512059:14512119
FBtr0340291	inaE-RH	X	+	13777714:13783714,13784277:13785707
FBtr0347157	CG15375-RB	X	+	4095318:4101318,4101711:4101787
FBtr0071087	Ir7c-RA	X	+	7868394:7874394,7874527:7874750
FBtr0333344	Hr4-RJ	X	+	1935940:1941940,1942894:1953281
FBtr0344188	CG42672-RO	2R	+	21289652:21295652,21296214:21299837
FBtr0339319	Cyp6a18-RB	3R	+	27472675:27478675
FBtr0086036	CG8245-RA	2R	+	5662383:5668383,5668509:5668676
FBtr0273328	Pex7-RB	3L	+	8643471:8649471,8649639:8649707
FBtr0332001	crc-RE	2L	+	21304866:21310866,21311033:21311193
FBtr0304815	CG43078-RJ	3L	+	8572742:8578742,8579137:8579474
FBtr0082632	CG18549-RA	3R	+	12443296:12449296,12449726:12454644
FBtr0332804	CG43894-RD	3L	+	12884078:12890078,12890285:12890343
FBtr0307377	CG7120-RE	3L	+	8392086:8398086,8398365:8398987
FBtr0081978	ATP6AP2-RA	3R	+	9254638:9260638,9260768:9260991
FBtr0309241	alph-RF	3R	+	29585831:29591831,29592168:29593272
FBtr0300310	Sfp33A3-RA	2L	+	11833912:11839912
FBtr0336625	CG3748-RC	2L	+	9336832:9342832
FBtr0070707	ctp-RC	X	+	4682203:4688203,4688673:4691637
FBtr0340413	shi-RP	X	+	15886200:15892200,15892252:15892828
FBtr0079256	CG13982-RA	2L	+	6406315:6412315,6412859:6413181
FBtr0089047	CG30385-RA	2R	+	7175326:7181326
FBtr0331633	CG42366-RB	2L	+	9919161:9925161,9925283:9926568
FBtr0112828	sgg-RM	X	+	2661810:2667810,2667840:2668166
FBtr0072661	tfc-RC	3L	+	1259716:1265716,1265775:1266072
FBtr0070819	CG12729-RA	X	+	5839280:5845280
FBtr0071670	eIF3k-RA	2R	+	21679283:21685283
FBtr0289952	CG11289-RB	2L	+	7061983:7067983
FBtr0309961	Adar-RI	X	+	1768527:1774527,1775104:1775699
FBtr0332806	CG16789-RB	3R	+	9560195:9566195,9566464:9566556
FBtr0100141	melt-RB	3L	+	7128516:7134516,7135228:7139173
FBtr0080864	Idgf3-RA	2L	+	16445060:16451060,16451308:16451376
FBtr0305209	Shab-RL	3L	+	2890743:2896743,2896788:2897244
FBtr0075912	mirr-RB	3L	+	12687639:12693639,12694354:12696500
FBtr0333967	CG11248-RC	3L	+	21674050:21680050,21680233:21680300
FBtr0086583	ena-RA	2R	+	19135632:19141632,19141771:19142207
FBtr0332531	CG5973-RF	2L	+	7434794:7440794,7440963:7443584
FBtr0075516	CG17027-RA	3L	+	15974296:15980296
FBtr0347287	CG33947-RD	3L	+	11090496:11096496
FBtr0082709	pic-RA	3R	+	13046245:13052245,13052470:13052623
FBtr0088830	CG12824-RA	2R	+	7784368:7790368,7790499:7790557
FBtr0335427	pnr-RD	3R	+	16020079:16026079,16026839:16038587
FBtr0086340	CG8654-RA	2R	+	19975070:19981070,19981276:19982298
FBtr0078997	CG3792-RA	2L	+	4971312:4977312
FBtr0301241	CG9650-RH	X	+	7220455:7226455,7226987:7232364
FBtr0089748	CG2336-RA	3R	+	6574784:6580784,6580928:6580996
FBtr0085157	CG14260-RA	3R	+	27259457:27265457
FBtr0086178	CG30160-RA	2R	+	6999157:7005157,7005470:7005534
FBtr0076384	CG8336-RB	3L	+	9622676:9628676,9628821:9630062
FBtr0075383	Cpr72Eb-RA	3L	+	16358899:16364899
FBtr0073345	RhoGEF64C-RA	3L	+	4686783:4692783,4693406:4707617
FBtr0452132	CG46316-RA	3R	+	24706780:24712780,24713098:24715050
FBtr0302981	CG42709-RB	3L	+	12785218:12791218,12791634:12793816
FBtr0340630	CG42684-RG	X	+	17704144:17710144,17711120:17720587
FBtr0340682	CG9689-RB	X	+	9875953:9881953
FBtr0072926	dos-RA	3L	+	2583414:2589414,2589553:2592162
FBtr0076007	INPP5E-RA	3L	+	12271655:12277655,12277737:12278226
FBtr0072164	EbpIII-RA	2R	+	24020546:24026546
FBtr0344428	CG45069-RA	2R	+	24408735:24414735
FBtr0300401	TTLL4A-RE	2L	+	10983401:10989401,10989591:10989656
FBtr0345621	CG34457-RB	2R	+	16664398:16670398,16670581:16670640
FBtr0080158	Acp32CD-RA	2L	+	11009620:11015620
FBtr0339691	CG7860-RB	X	+	15563166:15569166
FBtr0081631	djl-RA	3R	+	7054767:7060767
FBtr0333113	CG43078-RM	3L	+	8572742:8578742,8578962:8579474
FBtr0345206	CG14327-RB	3R	+	17607709:17613709
FBtr0088001	Cam-RA	2R	+	12253398:12259398,12259459:12260040
FBtr0076389	CG18180-RA	3L	+	9635013:9641013
FBtr0075327	CG9706-RB	3L	+	16777256:16783256
FBtr0074082	CG8184-RB	X	+	15706628:15712628,15712779:15713901
FBtr0091756	gdl-ORF39-RA	3L	+	15503445:15509445,15509882:15509937
FBtr0078174	eRF1-RB	3L	+	20342355:20348355,20348422:20348942
FBtr0088847	Cul1-RA	2R	+	7911178:7917178,7917335:7917732
FBtr0306901	CG43315-RB	2R	+	12235218:12241218,12241331:12241385
FBtr0070546	CG3526-RA	X	+	2887087:2893087
FBtr0081107	CG17322-RC	2L	+	18820770:18826770,18826824:18826917
FBtr0084663	CG31126-RA	3R	+	24653621:24659621
FBtr0084131	Burs-RA	3R	+	21763518:21769518,21769681:21769745
FBtr0340679	Nna1-RI	X	+	13686292:13692292,13692654:13706148
FBtr0072781	Patj-RB	3L	+	1792803:1798803,1798924:1799010
FBtr0302244	Set1-RE	3L	+	25102997:25108997,25109070:25109301
FBtr0303841	CG11608-RB	3R	+	12632481:12638481,12638565:12638620
FBtr0334333	CG13617-RB	3R	+	24509577:24515577,24515689:24515747
FBtr0334667	CG1965-RC	3R	+	7061401:7067401,7067730:7067788
FBtr0336737	mwh-RC	3L	+	1194786:1200786,1201316:1206028
FBtr0070308	MED18-RA	X	+	1859909:1865909,1866139:1866209
FBtr0303569	CG31068-RB	3R	+	27227698:27233698,27235438:27235497
FBtr0074276	hang-RA	X	+	16416831:16422831,16423628:16429060
FBtr0332452	CLIP-190-RQ	2L	+	17383341:17389341,17389531:17394430
FBtr0433493	Rbp-RK	3R	+	15368635:15374635,15374969:15381163
FBtr0082288	Tsp86D-RA	3R	+	10862708:10868708
FBtr0300567	bru1-RE	2L	+	12264932:12270932,12271348:12271591
FBtr0308829	CG4733-RD	3R	+	19884689:19890689,19891255:19892517
FBtr0100452	CG33155-RC	2R	+	13948195:13954195,13954446:13954917
FBtr0075563	CG16979-RA	3L	+	15570570:15576570
FBtr0084270	mRRF2-RA	3R	+	22607686:22613686,22613897:22613961
FBtr0087979	Drep3-RB	2R	+	12049089:12055089,12055219:12055969
FBtr0332006	CG43798-RA	2L	+	4641051:4647051,4647178:4647232
FBtr0344330	CG13337-RB	2R	+	13659114:13665114
FBtr0072179	CG3209-RB	2R	+	24063050:24069050,24069335:24069739
FBtr0333448	CG43938-RA	3L	+	21115653:21121653
FBtr0079867	CG4017-RA	2L	+	9761058:9767058
FBtr0332530	CG5973-RE	2L	+	7431492:7437492,7437789:7443584
FBtr0333554	Lcp3-RB	2R	+	8429310:8435310
FBtr0078682	Snr1-RA	3R	+	5464926:5470926
FBtr0085570	Bet5-RA	3R	+	30174232:30180232,30180455:30180509
FBtr0302559	CG42661-RA	3L	+	7459509:7465509,7465615:7465670
FBtr0332247	sut3-RB	2R	+	8083482:8089482,8089652:8089713
FBtr0081576	CG10053-RA	3R	+	7241216:7247216
FBtr0301826	HisCl1-RD	3R	+	11781176:11787176,11787287:11787377
FBtr0299960	CG42361-RA	2R	+	24601673:24607673,24608085:24608143
FBtr0079650	Wdr82-RA	2L	+	8368461:8374461
FBtr0334774	CG4238-RJ	2L	+	2011540:2017540,2017852:2026768
FBtr0304663	Cad86C-RD	3R	+	10821079:10827079,10827341:10837857
FBtr0332892	CG14441-RB	X	+	6703087:6709087,6709276:6709379
FBtr0074728	car-RA	X	+	19560183:19566183
FBtr0305261	spz4-RB	2L	+	11495715:11501715,11502174:11506096
FBtr0084604	BRWD3-RA	3R	+	24313000:24319000,24319158:24319409
FBtr0081792	puc-RA	3R	+	8099332:8105332,8106096:8108232
FBtr0114498	CG14342-RB	2L	+	1198215:1204215,1204465:1204565
FBtr0079883	CG4619-RA	2L	+	9932863:9938863
FBtr0089067	CaMKI-RA	4	+	440578:446578,446752:446821
FBtr0303251	Wnt6-RB	2L	+	7327714:7333714,7335106:7342837
FBtr0113383	ppk31-RB	3R	+	27157124:27163124,27163132:27163559
FBtr0302544	akirin-RD	3L	+	7363843:7369843,7370185:7371707
FBtr0085182	CG13978-RA	3R	+	27458189:27464189
FBtr0340367	Bx-RD	X	+	18528663:18534663,18535425:18566696
FBtr0342877	CG7332-RB	X	+	18878513:18884513,18885175:18885829
FBtr0345921	CG1835-RC	X	+	20655917:20661917,20661989:20669107
FBtr0071963	CG3085-RA	2R	+	23069067:23075067,23075467:23075531
FBtr0301252	CG42553-RA	3L	+	828093:834093,834336:834392
FBtr0081788	unc-45-RA	3R	+	8027301:8033301,8033531:8033588
FBtr0340547	CG5180-RC	3R	+	20551930:20557930,20558052:20558244
FBtr0080670	CG4691-RA	2L	+	14754767:14760767
FBtr0080902	Mhc-RH	2L	+	16760734:16766734,16766757:16768584
FBtr0075064	Uggt-RA	3L	+	18866747:18872747
FBtr0346297	CG15203-RB	X	+	11060552:11066552,11066733:11066816
FBtr0083817	Arc42-RA	3R	+	19871737:19877737,19877912:19877999
FBtr0340171	CG31743-RB	2L	+	16875212:16881212,16881802:16885264
FBtr0300664	MED9-RC	2R	+	18161255:18167255,18167523:18167658
FBtr0070569	CG10803-RA	X	+	3479650:3485650,3486022:3486313
FBtr0081253	ref(2)P-RA	2L	+	19536468:19542468,19542989:19543620
FBtr0445188	solo-RA	2L	+	15055656:15061656,15061783:15068382
FBtr0085758	CG12054-RA	3R	+	31214702:31220702,31220843:31220913
FBtr0339454	CG12911-RF	2R	+	10250686:10256686,10256875:10258971
FBtr0330613	Su(z)2-RC	2R	+	12990501:12996501,12996812:12999277
FBtr0301285	Eph-RF	4	+	604684:610684,610897:611285
FBtr0076981	axed-RD	3L	+	6603577:6609577,6609910:6615898
FBtr0082691	Cyp304a1-RA	3R	+	12957791:12963791,12963917:12963978
FBtr0344456	CG45081-RA	3L	+	19260061:19266061
FBtr0346541	Hsp27-RB	3L	+	9378063:9384063
FBtr0113070	pyr-RB	2R	+	11706263:11712263,11713131:11721023
FBtr0113043	CG10492-RB	2L	+	19048078:19054078,19055571:19055629
FBtr0072693	FucTD-RA	3L	+	1410231:1416231
FBtr0309095	CG6364-RC	3R	+	24284172:24290172,24290628:24290742
FBtr0305693	jvl-RE	3R	+	14743475:14749475,14749617:14750206
FBtr0074821	Ssk-RA	3L	+	20182522:20188522,20188615:20188676
FBtr0075502	CG6244-RA	3L	+	15802322:15808322
FBtr0303581	CG33339-RB	3R	+	24355847:24361847,24362242:24362297
FBtr0075217	CG7630-RA	3L	+	17419477:17425477,17425518:17425579
FBtr0334054	CG8100-RB	3L	+	14077615:14083615
FBtr0083908	CG5191-RC	3R	+	20559791:20565791,20566610:20570602
FBtr0307341	CG31086-RB	3R	+	26179251:26185251
FBtr0342666	CG44622-RA	2R	+	19947795:19953795,19953973:19954030
FBtr0308699	Top1-RD	X	+	15314369:15320369,15321033:15321154
FBtr0075375	retinin-RA	3L	+	16325933:16331933
FBtr0345939	CG42362-RB	2R	+	21658126:21664126
FBtr0074322	CG13008-RA	X	+	16705303:16711303
FBtr0088569	Phax-RB	2R	+	9108274:9114274,9115184:9115239
FBtr0072973	Pgant6-RB	3L	+	2776255:2782255,2782556:2782738
FBtr0344017	cana-RC	2L	+	11265810:11271810,11272292:11272685
FBtr0087363	CG11807-RA	2R	+	15195507:15201507,15201832:15201894
FBtr0083398	kuk-RB	3R	+	17076388:17082388
FBtr0308215	Mbs-RO	3L	+	16045959:16051959,16052175:16053005
FBtr0100375	sdt-RF	X	+	8187200:8193200,8193507:8204173
FBtr0300395	CG9485-RE	2R	+	21306674:21312674,21312741:21314424
FBtr0331420	MYPT-75D-RB	3L	+	18619959:18625959,18626292:18626865
FBtr0081516	dtr-RA	2L	+	21355216:21361216,21361512:21361568
FBtr0334772	NAT1-RD	2R	+	12909994:12915994,12916065:12917995
FBtr0081475	Mcm10-RA	2L	+	21173933:21179933
FBtr0080806	beat-Ia-RA	2L	+	16043965:16049965,16050711:16056252
FBtr0078928	Fip1-RA	3R	+	4479008:4485008,4486532:4486596
FBtr0343838	CG14346-RC	2L	+	1361996:1367996,1368314:1368366
FBtr0301329	r2d2-RB	2L	+	7794382:7800382
FBtr0344178	Pde8-RE	2R	+	23653300:23659300,23659353:23660394
FBtr0339497	CG1461-RB	X	+	14255223:14261223,14261934:14263450
FBtr0077345	tilB-RA	X	+	22443737:22449737,22449774:22449848
FBtr0305095	Rbfox1-RJ	3L	+	10510003:10516003,10516163:10517962
FBtr0112583	trv-RA	3R	+	28041571:28047571,28047722:28049319
FBtr0079865	zf30C-RA	2L	+	9752342:9758342,9758754:9759680
FBtr0332829	CG43897-RL	3L	+	9807847:9813847,9813962:9820280
FBtr0084907	CG5886-RA	3R	+	25845632:25851632,25851805:25851920
FBtr0113213	CG12947-RC	3R	+	9774064:9780064,9780518:9781697
FBtr0342837	FKBP59-RB	2L	+	9882005:9888005,9888339:9888404
FBtr0307174	snama-RB	2R	+	24080604:24086604,24086831:24087532
FBtr0333503	Glut1-RR	3L	+	908074:914074,914219:915639
FBtr0332184	Shaw-RD	2L	+	3712185:3718185,3718486:3721379
FBtr0335412	CG13606-RC	3R	+	24166628:24172628,24172733:24173054
FBtr0089518	AnxB9-RB	3R	+	21059241:21065241,21065286:21067446
FBtr0332481	MKP-4-RC	X	+	19617127:19623127,19623355:19623417
FBtr0080536	CG16863-RA	2L	+	13784959:13790959
FBtr0321324	fal-RC	3L	+	19288767:19294767,19295099:19296143
FBtr0307373	Cht6-RI	X	+	10011538:10017538,10017733:10030267
FBtr0077025	CG5568-RA	3L	+	5865501:5871501,5871766:5871822
FBtr0079436	ninaC-RB	2L	+	7371702:7377702,7377866:7378385
FBtr0070470	sgg-RC	X	+	2631425:2637425,2637554:2641590
FBtr0113340	cpx-RO	3R	+	4275838:4281838,4281931:4282674
FBtr0087748	CG10799-RA	2R	+	13251886:13257886
FBtr0345498	CG13510-RC	2R	+	22651901:22657901,22658276:22658923
FBtr0344633	sr-RE	3R	+	18116061:18122061,18122583:18126990
FBtr0088075	Tret1-2-RA	2R	+	11669935:11675935,11676131:11676212
FBtr0070550	CG32793-RA	X	+	2923796:2929796
FBtr0084337	klg-RA	3R	+	22893284:22899284,22899611:22914951
FBtr0087921	Cpr49Af-RA	2R	+	12399932:12405932
FBtr0332663	CG32301-RD	3L	+	2238478:2244478,2244611:2244666
FBtr0080752	kek3-RA	2L	+	15546723:15552723,15552874:15554510
FBtr0331558	CG32165-RB	3L	+	16589420:16595420,16595600:16596087
FBtr0079691	Sema1a-RA	2L	+	8537330:8543330,8543716:8544544
FBtr0088204	CG13230-RA	2R	+	11148896:11154896
FBtr0083169	CG12784-RA	3R	+	15757115:15763115
FBtr0345511	fz3-RC	X	+	763945:769945
FBtr0075188	CG32182-RA	3L	+	17752112:17758112
FBtr0110838	CG34124-RA	2L	+	4952411:4958411,4958573:4958630
FBtr0070522	dnc-RL	X	+	3327870:3333870,3334332:3334555
FBtr0077824	Su(dx)-RC	2L	+	2033733:2039733,2039805:2039930
FBtr0305342	CG5921-RC	X	+	6044828:6050828,6051320:6059886
FBtr0337079	CG17328-RB	2L	+	16293943:16299943
FBtr0332523	chm-RC	2L	+	7406417:7412417,7413309:7413382
FBtr0307035	cype-RC	2L	+	5321227:5327227,5327287:5327503
FBtr0331751	sgg-RP	X	+	2652766:2658766,2658870:2659148
FBtr0334890	COX5A-RC	3R	+	11813599:11819599
FBtr0077960	Vps29-RA	2L	+	1144766:1150766
FBtr0299891	Pka-R1-RK	3L	+	20810118:20816118,20816834:20832846
FBtr0304686	CG42613-RF	3R	+	18944196:18950196,18950604:18958362
FBtr0306171	ash2-RE	3R	+	24645180:24651180,24651252:24651861
FBtr0340157	Ubc7-RB	X	+	16587677:16593677,16594044:16594106
FBtr0339181	Sp7-RF	3R	+	7755032:7761032,7761275:7762007
FBtr0331299	Ubr3-RC	X	+	7929896:7935896,7936720:7936780
FBtr0301157	Zasp66-RN	3L	+	8618371:8624371,8624684:8626961
FBtr0081682	CG31286-RB	3R	+	6635232:6641232,6641373:6641428
FBtr0433509	pre-mod(mdg4)-Y-RB	3R	+	21359609:21365609
FBtr0300216	CG34005-RB	2R	+	18042108:18048108,18048171:18048223
FBtr0073764	Jafrac1-RA	X	+	13324399:13330399
FBtr0072481	mri-RA	3L	+	194174:200174,201061:201171
FBtr0346586	CG8677-RC	2L	+	21215312:21221312,21221787:21222436
FBtr0083812	CG31459-RA	3R	+	19834845:19840845,19841070:19841128
FBtr0079795	Ggamma30A-RA	2L	+	9250563:9256563,9256697:9256893
FBtr0339453	CG12911-RE	2R	+	10250686:10256686,10256875:10258971
FBtr0347342	CG15529-RB	3R	+	30146059:30152059
FBtr0305656	Tm1-RQ	3R	+	15284946:15290946,15291526:15295113
FBtr0075452	Strumpellin-RA	3L	+	16116002:16122002,16122094:16122146
FBtr0308197	B52-RO	3R	+	13655311:13661311,13661433:13661702
FBtr0333534	SP555-RC	2L	+	5033067:5039067,5039741:5039809
FBtr0085301	Hrb98DE-RC	3R	+	28594407:28600407,28600569:28600706
FBtr0306084	CG43206-RA	3L	+	16560750:16566750
FBtr0085837	CG1896-RA	3R	+	31738282:31744282
FBtr0075626	mnd-RC	3L	+	14979100:14985100,14985155:14987582
FBtr0087029	CG5522-RE	2R	+	16777671:16783671,16783883:16784770
FBtr0071757	Synj-RA	2R	+	22074443:22080443,22080539:22081075
FBtr0073491	dlg1-RI	X	+	11363665:11369665,11369800:11374257
FBtr0084965	gro-RC	3R	+	26036820:26042820,26042904:26042995
FBtr0302906	Nost-RD	X	+	9024205:9030205,9030897:9051037
FBtr0330283	CG42671-RI	3L	+	11209779:11215779,11215811:11216586
FBtr0332045	Wbp2-RD	3L	+	12844165:12850165,12850332:12850498
FBtr0076262	simj-RB	3L	+	10658739:10664739,10664809:10665050
FBtr0082230	CG12818-RA	3R	+	10325581:10331581,10331642:10331698
FBtr0081838	Arl2-RA	3R	+	8335100:8341100,8341244:8341303
FBtr0100281	CG12481-RB	X	+	14181253:14187253
FBtr0330671	CG4238-RG	2L	+	2005716:2011716,2011786:2017524
FBtr0074321	CG4653-RA	X	+	16698081:16704081
FBtr0088121	lambdaTry-RA	2R	+	11330840:11336840
FBtr0332729	qm-RC	3L	+	7342313:7348313,7348676:7348863
FBtr0072466	Pdk1-RH	3L	+	125812:131812,131914:135058
FBtr0346624	bgm-RC	2L	+	14007004:14013004,14013139:14015787
FBtr0333583	CG42540-RH	3L	+	4551273:4557273,4558053:4563797
FBtr0299742	Doa-RJ	3R	+	28882073:28888073,28888535:28889766
FBtr0070171	CG18823-RA	X	+	984518:990518
FBtr0310440	htk-RD	X	+	18837663:18843663,18844038:18844496
FBtr0332579	mRpL16-RB	X	+	1884256:1890256,1890396:1890478
FBtr0084613	CG33341-RA	3R	+	24362358:24368358,24369032:24369090
FBtr0344831	CG45122-RA	3R	+	13038157:13044157
FBtr0336519	bin3-RC	2R	+	6223516:6229516,6229658:6233266
FBtr0452101	lilli-RI	2L	+	2879929:2885929,2886579:2889674
FBtr0079183	CG12393-RB	2L	+	6042002:6048002,6048419:6048512
FBtr0089972	Gat-RA	4	+	623691:629691,629980:631627
FBtr0100552	Proc-R-RD	X	+	4701916:4707916,4708169:4708780
FBtr0077882	mRpL48-RA	2L	+	1704462:1710462,1710538:1710599
FBtr0308857	CG43427-RO	3R	+	4653579:4659579,4660400:4670797
FBtr0080497	loqs-RA	2L	+	13376652:13382652,13382788:13382896
FBtr0333566	Ctl1-RB	3L	+	4271962:4277962,4278251:4278741
FBtr0300281	CG7408-RC	3L	+	17873096:17879096,17879249:17879950
FBtr0100441	CG14246-RA	3R	+	26721518:26727518
FBtr0306704	Lmpt-RM	3L	+	16859295:16865295,16865427:16866666
FBtr0088641	DCTN2-p50-RA	2R	+	8885832:8891832,8891990:8892074
FBtr0071772	Vps35-RA	2R	+	22179972:22185972,22186095:22186517
FBtr0300284	CG7497-RB	3L	+	17627449:17633449,17633946:17636319
FBtr0345009	CG3107-RD	2R	+	5085004:5091004,5091801:5091872
FBtr0303405	pre-mod(mdg4)-Y-RA	3R	+	21359609:21365609,21366339:21366450
FBtr0301013	CG33288-RC	3L	+	21421790:21427790,21428198:21429191
FBtr0343668	Acyp-RB	2L	+	13906083:13912083
FBtr0070641	cib-RB	X	+	4100835:4106835,4106928:4109689
FBtr0076209	CG12522-RA	3L	+	11102235:11108235
FBtr0079182	CG31643-RA	2L	+	6032117:6038117,6039944:6040008
FBtr0306931	CG43340-RA	2R	+	7622797:7628797,7629113:7630177
FBtr0344367	CG45050-RB	3R	+	9335867:9341867,9342004:9342220
FBtr0078601	Osi10-RA	3R	+	6257976:6263976,6264436:6264805
FBtr0305333	Tab2-RB	2R	+	19292243:19298243,19298631:19299170
FBtr0304733	CG14480-RB	2R	+	17558855:17564855,17565104:17565164
FBtr0308598	Doa-RX	3R	+	28897478:28903478,28903576:28905639
FBtr0072254	AANAT1-RA	2R	+	24133563:24139563,24139862:24155804
FBtr0084911	SppL-RC	3R	+	25876574:25882574,25882623:25885382
FBtr0305546	Mtch-RG	3L	+	178626:184626,184670:184775
FBtr0334713	Syp-RK	3R	+	20750729:20756729,20757250:20772796
FBtr0334175	RanGAP-RC	2L	+	19435959:19441959,19442256:19445209
FBtr0304719	NimA-RD	2L	+	13951539:13957539,13958153:13960831
FBtr0077502	TTLL4B-RA	2L	+	3856668:3862668,3862826:3863555
FBtr0305705	nw-RE	2R	+	17496677:17502677,17502961:17505636
FBtr0114538	TwdlJ-RB	3R	+	26623918:26629918
FBtr0078062	MED15-RA	2L	+	467013:473013,473166:473223
FBtr0082570	GstD3-RA	3R	+	12367068:12373068
FBtr0078298	CG10512-RB	3L	+	21199274:21205274,21205509:21205677
FBtr0073956	be-RB	X	+	15018436:15024436,15024955:15030586
FBtr0084265	CSN6-RA	3R	+	22574773:22580773
FBtr0308745	CG43402-RA	2L	+	1436726:1442726
FBtr0310475	Cp110-RF	X	+	22476593:22482593,22482751:22482839
FBtr0345018	Cam-RE	2R	+	12254032:12260032,12260189:12264743
FBtr0076518	CG13314-RA	3L	+	8976424:8982424
FBtr0091857	His2A:CG33853-RA	2L	+	21512655:21518655
FBtr0345073	RpL10Ab-RF	3L	+	11816851:11822851,11822891:11823200
FBtr0085795	rod-RA	3R	+	31574951:31580951,31581119:31581181
FBtr0077920	CG5397-RA	2L	+	1234036:1240036
FBtr0334651	CG8176-RF	3R	+	9510007:9516007,9516168:9521053
FBtr0100671	norpA-RD	X	+	4316626:4322626,4323156:4332796
FBtr0087783	bic-RB	2R	+	12864249:12870249
FBtr0113443	Tango13-RC	X	+	13557823:13563823,13564334:13575902
FBtr0080450	CG5945-RA	2L	+	13234119:13240119,13240276:13240336
FBtr0083261	gish-RD	3R	+	16266452:16272452,16272500:16274152
FBtr0308613	Dyb-RI	2R	+	12431345:12437345,12437572:12447759
FBtr0339906	CG42671-RJ	3L	+	11209779:11215779,11215952:11216586
FBtr0082235	CG31406-RA	3R	+	10342832:10348832,10349118:10349545
FBtr0302170	Bili-RE	3R	+	25125306:25131306,25131447:25132341
FBtr0077930	CG33128-RA	2L	+	1488070:1494070
FBtr0086328	Obp56f-RA	2R	+	19707395:19713395
FBtr0112709	sif-RA	3L	+	5685427:5691427,5691784:5695422
FBtr0084640	nAChRalpha2-RB	3R	+	24479428:24485428,24485840:24485908
